"Scenario_ID","Image_Description"
"S148","A child is the main subject, shown inside a home living room. The child is observing parents speak politely to each other and copying their tone. Visible in the frame near the child: parents speak politely to each other and copying their tone. The child is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The child wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S149","The husband and wife are the main subject, shown inside a home living room. The husband and wife are discussing weekend plans calmly while sitting on sofa. Visible in the frame near the husband and wife: weekend plans calmly. The husband and wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The husband and wife wear ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft warm indoor lighting fills the living room. A sofa and household furniture are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S150","A teenager is the main subject, shown inside a home living room. The teenager is admitting broken vase to parents and helping sweep up glass pieces. Visible in the frame near the teenager: broken vase to parents and helping sweep up glass pieces. The teenager is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The teenager wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S151","The husband and wife are the main subject, shown inside a home prayer area. The husband and wife are lighting oil lamp together. Visible in the frame near the husband and wife: oil lamp together. The husband and wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home prayer area. The husband and wife wear ordinary contemporary clothing. The image is framed as a medium shot centered on the subject. Soft, warm indoor lighting illuminates the scene. A small altar with a lamp and religious items is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S152","A family is the main subject, shown inside a home kitchen. The family is donating packaged food to community center from their home kitchen. Visible in the frame near the family: packaged food to community center from their home kitchen. The family is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home kitchen. The family wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject. Warm daylight enters through a kitchen window. Kitchen counters, a stove, and cooking utensils are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S153","A wife is the main subject, shown inside a home dining room. The wife is comparing grocery prices at market while sticking to budget notebook. Visible in the frame near the wife: grocery prices at market. The wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The wife wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S154","A wife is the main subject, shown inside a classroom. The wife is preparing balanced meal while discussing children's school progress with husband. Visible in the frame near the wife: balanced meal. The wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is a classroom. The wife wears plain contemporary clothing. The image is framed as an eye-level medium shot centered on the subject. Natural daylight enters through classroom windows, softly illuminating the scene. Rows of wooden desks and a large chalkboard are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S155","A wife is the main subject, shown inside a home dining room. The wife is preparing weekly meal plan based on seasonal availability and budget. Visible in the frame near the wife: weekly meal plan based on seasonal availability and budget. The wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The wife wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S156","A wife is the main subject, shown inside a home dining room. The wife is arranging fresh linens neatly in guest room. Visible in the frame near the wife: fresh linens neatly in guest room. The wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The wife wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S157","A wife is the main subject, shown inside a home living room. The wife is calmly mediating disagreement between siblings over shared toys. Visible in the frame near the wife: mediating disagreement between siblings over shared toys. The wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The wife wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S158","A wife is the main subject, shown inside an outdoor garden. The wife is storing harvested vegetables properly to prevent spoilage in storage room. Visible in the frame near the wife: harvested vegetables properly to prevent spoilage in storage room. The wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is an outdoor garden. The wife wears ordinary contemporary outdoor clothing. The image is framed as a medium shot, waist-up, centered on the subject. Natural daylight illuminates the garden. Rows of plants and garden tools are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S159","A wife is the main subject, shown inside a home kitchen. The wife is teaching daughter traditional cooking techniques using family recipes. Visible in the frame near the wife: daughter traditional cooking techniques using family recipes. The wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home kitchen. The wife wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject. Warm daylight enters through a kitchen window. Kitchen counters, a stove, and cooking utensils are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S160","A wife is the main subject, shown inside a modern office. The wife is organizing neighborhood women's savings group meeting at her home. Visible in the frame near the wife: neighborhood women's savings group meeting at her home. The wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is a modern office. The wife wears ordinary contemporary office attire. The image is framed as a medium shot, waist-up, centered on the subject. Soft indoor lighting fills the office. Desks, computer monitors, and office partitions are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S161","A wife is the main subject, shown inside a home dining room. The wife is teaching son to offer seat to elders on public transport. Visible in the frame near the wife: son to offer seat to elders on public transport. The wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The wife wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S162","A wife is the main subject, shown inside a home living room. The wife is covering her head with veil while visiting relatives. Visible in the frame near the wife: her head with veil. The wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The wife wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S163","A wife is the main subject, shown inside a home living room. The wife is refusing a stranger's request for her phone number politely. Visible in the frame near the wife: a stranger's request for her phone number politely. The wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The wife wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S164","A wife is the main subject, shown inside a home living room. The wife is adjusting dupatta modestly while bending to pick up fallen items. Visible in the frame near the wife: dupatta modestly. The wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The wife wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S165","A wife is the main subject, shown inside a home living room. The wife is pouring water for husband's hands. Visible in the frame near the wife: water for husband's hands. The wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The wife wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S166","A wife is the main subject, shown inside a home prayer area. The wife is lighting incense stick while husband chants prayers. Visible in the frame near the wife: incense stick. The wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home prayer area. The wife wears ordinary contemporary clothing. The image is framed as a medium shot centered on the subject. Soft, warm indoor lighting illuminates the scene. A small altar with a lamp and religious items is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S167","A wife is the main subject, shown inside a home dining room. The wife is serving husband's meal first. Visible in the frame near the wife: husband's meal first. The wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The wife wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S168","A wife is the main subject, shown inside a home bedroom. The wife is checking children's homework completion carefully. Visible in the frame near the wife: children's homework completion carefully. The wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home bedroom. The wife wears ordinary contemporary home clothing. The image is framed as a medium shot centered on the subject. Soft, dim evening lighting fills the bedroom. A bed with pillows and blankets is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S169","A wife is the main subject, shown inside a home living room. The wife is mending husband's torn shirt while watching evening news. Visible in the frame near the wife: husband's torn shirt. The wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The wife wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S170","A wife is the main subject, shown inside a home kitchen. The wife is repairing leaky kitchen faucet quickly to prevent water damage at night. Visible in the frame near the wife: leaky kitchen faucet quickly to prevent water damage at night. The wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home kitchen. The wife wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject. Warm daylight enters through a kitchen window. Kitchen counters, a stove, and cooking utensils are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S171","A wife is the main subject, shown inside a hospital consultation room. The wife is smiling as husband receives award at community function. Visible in the frame near the wife: as husband receives award at community function. The wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is a hospital consultation room. The wife wears a plain hospital uniform. The image is framed as a medium shot, waist-up, centered on the subject. Soft, even indoor lighting fills the room. Medical equipment and a hospital bed are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S172","A wife is the main subject, shown inside a home living room. The wife is adjusting husband's collar. Visible in the frame near the wife: husband's collar. The wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The wife wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S173","A wife is the main subject, shown inside an outdoor market street. The wife is walking confidently through market. Visible in the frame near the wife: confidently through market. The wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is an outdoor market street. The wife wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Bright midday daylight illuminates the street. Market stalls and passersby are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S174","A wife is the main subject, shown inside a home living room. The wife is kneeling to touch husband's feet as he returns from journey. Visible in the frame near the wife: to touch husband's feet as he returns from journey. The wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The wife wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S175","A wife is the main subject, shown inside a home living room. The wife is preparing husband's favorite dish on his birthday. Visible in the frame near the wife: husband's favorite dish on his birthday. The wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The wife wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S176","A wife is the main subject, shown inside a home kitchen. The wife is noticing smoke from kitchen and turning off gas stove immediately. Visible in the frame near the wife: smoke from kitchen and turning off gas stove immediately. The wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home kitchen. The wife wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject. Warm daylight enters through a kitchen window. Kitchen counters, a stove, and cooking utensils are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S177","A husband is the main subject, shown inside a home living room. The husband is avoiding gossip circle as wife walks past with dignified posture. Visible in the frame near the husband: gossip circle as wife walks past with dignified posture. The husband is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The husband wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S178","A wife is the main subject, shown inside a home living room. The wife is standing straight while neighbors comment loudly nearby. Visible in the frame near the wife: straight. The wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The wife wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S179","A couple is the main subject, shown inside a home living room. The couple is discussing financial plans calmly while children study nearby. Visible in the frame near the couple: financial plans calmly. The couple is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The couple wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S180","A wife is the main subject, shown inside a home living room. The wife is helping children with homework while husband reads newspaper. Visible in the frame near the wife: children with homework. The wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The wife wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft warm indoor lighting fills the living room. A sofa and household furniture are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S181","The wife and husband are the main subject, shown inside an outdoor park. The wife and husband are walking hand- in- hand in park with playing children. Visible in the frame near the wife and husband: hand- in- hand in park with playing children. The wife and husband is positioned in the center of the frame, facing the camera at a natural angle. The setting is an outdoor park. The wife and husband wear ordinary contemporary outdoor clothing. The image is framed as a medium shot, waist-up, centered on the subject. Warm natural daylight illuminates the scene. Trees and open pathways are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S182","A wife is the main subject, shown inside a classroom. The wife is helping children practice multiplication tables using colorful beads. Visible in the frame near the wife: children practice multiplication tables using colorful beads. The wife is positioned in the center of the frame, facing the camera at a natural angle. The setting is a classroom. The wife wears plain contemporary clothing. The image is framed as an eye-level medium shot centered on the subject. Natural daylight enters through classroom windows, softly illuminating the scene. Rows of wooden desks and a large chalkboard are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S183","A father is the main subject, shown inside a home dining room. The father is teaching child to write Tamil letters on sand at beach. Visible in the frame near the father: child to write Tamil letters on sand at beach. The father is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The father wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S184","A mother is the main subject, shown inside a home dining room. The mother is teaching child to share toys with other children at park. Visible in the frame near the mother: child to share toys with other children at park. The mother is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The mother wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S185","A father is the main subject, shown inside a home kitchen. The father is helping child solve math problems at kitchen table. Visible in the frame near the father: child solve math problems at kitchen table. The father is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home kitchen. The father wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject. Warm daylight enters through a kitchen window. Kitchen counters, a stove, and cooking utensils are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S186","A mother is the main subject, shown inside a classroom. The mother is praising child for returning lost wallet to teacher. Visible in the frame near the mother: child for returning lost wallet to teacher. The mother is positioned in the center of the frame, facing the camera at a natural angle. The setting is a classroom. The mother wears plain contemporary clothing. The image is framed as an eye-level medium shot centered on the subject. Natural daylight enters through classroom windows, softly illuminating the scene. Rows of wooden desks and a large chalkboard are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S187","A father is the main subject, shown inside a home living room. The father is thanking child for helping elderly neighbor carry groceries. Visible in the frame near the father: child for helping elderly neighbor carry groceries. The father is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The father wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S188","A mother is the main subject, shown inside a home living room. The mother is appreciating child for completing homework without being reminded. Visible in the frame near the mother: child for completing homework. The mother is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The mother wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S189","A father is the main subject, shown inside a classroom. The father is pointing to child's science project displayed at school exhibition. Visible in the frame near the father: to child's science project displayed at school exhibition. The father is positioned in the center of the frame, facing the camera at a natural angle. The setting is a classroom. The father wears plain contemporary clothing. The image is framed as an eye-level medium shot centered on the subject. Natural daylight enters through classroom windows, softly illuminating the scene. Rows of wooden desks and a large chalkboard are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S190","A mother is the main subject, shown inside a home living room. The mother is showing neighbors child's artwork framed on living room wall. Visible in the frame near the mother: neighbors child's artwork framed on living room wall. The mother is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The mother wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft warm indoor lighting fills the living room. A sofa and household furniture are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S191","A father is the main subject, shown inside a classroom. The father is discussing child's good behavior report with teacher. Visible in the frame near the father: child's good behavior report with teacher. The father is positioned in the center of the frame, facing the camera at a natural angle. The setting is a classroom. The father wears plain contemporary clothing. The image is framed as an eye-level medium shot centered on the subject. Natural daylight enters through classroom windows, softly illuminating the scene. Rows of wooden desks and a large chalkboard are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S192","A father is the main subject, shown inside a home living room. The father is smiling as child offers homemade lemonade to thirsty mail carrier. Visible in the frame near the father: as child offers homemade lemonade to thirsty mail carrier. The father is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The father wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S193","A mother is the main subject, shown inside a home dining room. The mother is feeling warm joy as child shares breakfast with stray kitten. Visible in the frame near the mother: warm joy as child shares breakfast with stray kitten. The mother is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The mother wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S194","A father is the main subject, shown inside a home living room. The father is watching child give umbrella to classmate during sudden rain. Visible in the frame near the father: child give umbrella to classmate. The father is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The father wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S195","A mother is the main subject, shown inside a home bedroom. The mother is feeling happiness as child hugs her. Visible in the frame near the mother: happiness as child hugs her. The mother is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home bedroom. The mother wears ordinary contemporary home clothing. The image is framed as a medium shot centered on the subject. Soft, dim evening lighting fills the bedroom. A bed with pillows and blankets is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S196","A father is the main subject, shown inside a classroom. The father is smiling while listening to child recite poem at school function. No additional object beyond the father is required in the frame. The father is positioned in the center of the frame, facing the camera at a natural angle. The setting is a classroom. The father wears plain contemporary clothing. The image is framed as an eye-level medium shot centered on the subject. Natural daylight enters through classroom windows, softly illuminating the scene. Rows of wooden desks and a large chalkboard are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S197","A mother is the main subject, shown inside a home living room. The mother is feeling peace as child gently pets sleeping puppy. Visible in the frame near the mother: peace as child gently pets sleeping puppy. The mother is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The mother wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S198","The father and child are the main subject, shown inside an outdoor park. The father and child are quietly watching birds build nest in backyard tree. Visible in the frame near the father and child: watching birds build nest in backyard tree. The father and child is positioned in the center of the frame, facing the camera at a natural angle. The setting is an outdoor park. The father and child wear ordinary contemporary outdoor clothing. The image is framed as a medium shot, waist-up, centered on the subject. Warm natural daylight illuminates the scene. Trees and open pathways are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S199","The mother and child are the main subject, shown inside a home living room. The mother and child are silently observing koi fish swimming in pond. Visible in the frame near the mother and child: observing koi fish swimming in pond. The mother and child is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home living room. The mother and child wear ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft, natural indoor lighting fills the room. Simple household furniture is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S200","A father is the main subject, shown inside a home dining room. The father is teaching child to whistle using blade of grass in field. Visible in the frame near the father: child to whistle using blade of grass in field. The father is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home dining room. The father wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject and the table. Warm daylight fills the dining room. A dining table with plates and serving dishes is visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S201","A father is the main subject, shown inside a hospital consultation room. The father is feeling proud as child receives award for helping classmates. Visible in the frame near the father: proud as child receives award for helping classmates. The father is positioned in the center of the frame, facing the camera at a natural angle. The setting is a hospital consultation room. The father wears a plain hospital uniform. The image is framed as a medium shot, waist-up, centered on the subject. Soft, even indoor lighting fills the room. Medical equipment and a hospital bed are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S202","A mother is the main subject, shown inside a classroom. The mother is smiling as child volunteers to clean up classroom. Visible in the frame near the mother: as child volunteers to clean up classroom. The mother is positioned in the center of the frame, facing the camera at a natural angle. The setting is a classroom. The mother wears plain contemporary clothing. The image is framed as an eye-level medium shot centered on the subject. Natural daylight enters through classroom windows, softly illuminating the scene. Rows of wooden desks and a large chalkboard are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S203","A father is the main subject, shown inside the interior of a public bus. The father is nodding approvingly as child offers seat to pregnant woman on bus. Visible in the frame near the father: approvingly as child offers seat to pregnant woman on bus. The father is positioned in the center of the frame, facing the camera at a natural angle. The setting is the interior of a public bus. The father wears ordinary contemporary clothing. The image is framed as a medium shot, waist-up, centered on the subject. Even daylight enters through the bus windows. Rows of seats and standing passengers are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S204","A mother is the main subject, shown inside a classroom. The mother is feeling joy as child's kindness makes new student feel welcome. Visible in the frame near the mother: joy as child's kindness makes new student feel welcome. The mother is positioned in the center of the frame, facing the camera at a natural angle. The setting is a classroom. The mother wears plain contemporary clothing. The image is framed as an eye-level medium shot centered on the subject. Natural daylight enters through classroom windows, softly illuminating the scene. Rows of wooden desks and a large chalkboard are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S205","A father is the main subject, shown inside a home kitchen. The father is smiling as child shares last cookie with visiting cousin. Visible in the frame near the father: as child shares last cookie with visiting cousin. The father is positioned in the center of the frame, facing the camera at a natural angle. The setting is a home kitchen. The father wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject. Warm daylight enters through a kitchen window. Kitchen counters, a stove, and cooking utensils are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
"S206","A mother is the main subject, shown inside a home living room. The mother is watching with a warm, touched expression as her child draws a picture with the words ""I love you"" on paper, intended for a hospitalized grandparent. Colored pencils and a sheet of paper with the drawing in progress rest on a table in front of the child. The child sits at the table in the foreground, drawing, with the mother standing just behind, watching. The setting is a home living room. The mother wears ordinary contemporary home clothing. The image is framed as a medium shot, waist-up, centered on the subject. Soft warm indoor lighting fills the living room. A sofa and household furniture are visible behind the subject. The subject's face and hands are clearly visible with natural body proportions, realistic anatomy, sharp focus, balanced composition, and no visual distortions."
